2448,1836,4494528,24,12309
3222,4833,15571926,24,2158
2957,4435,13114295,24,27562
2833,5036,14266988,24,16539
4835,3223,15583205,24,258090
4980,3331,16588380,24,85238
3111,4666,14515926,24,37659
4950,3300,16335000,24,27518
2765,4915,13589975,24,32630
2553,4539,11588067,24,16000
3428,5142,17626776,24,149827
2640,4693,12389520,24,36369
2640,4693,12389520,24,36369
